DUA;Item;Fecha;AÒo;Importador;RUC;Regimen;CÛdigo NCM;Aduana;VÌa Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;PaÌs de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;DescripciÛn de MercaderÌa;DescripciÛn para Filtro
118-272542;0001;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045072X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43736.69;1767.14;49040;1981.41;5269.5;24750;25480;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CP 741 PL14 990 BOLSAS EN 18 PALETAS DE 1,375 KG C/UNO CP 741- POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CP 741 PL14 990 BOLSAS EN 18 PALETAS DE 1,375 KG C/UNO CP 741- POLIPROPILENO COPOLIMERO
118-272542;0002;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045072X;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;43736.69;1767.14;49040;1981.41;5269.5;24750;25480;BRASKEM SA UN III POLO PETROQUIMI;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CP 741 PL14 990 BOLSAS EN 18 PALETAS DE 1,375 KG C/UNO CP 741- POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CP 741 PL14 990 BOLSAS EN 18 PALETAS DE 1,375 KG C/UNO CP 741- POLIPROPILENO COPOLIMERO
118-272543;0001;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272543;0002;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272543;0003;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272543;0004;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272543;0005;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272543;0006;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272543;0007;20/07/2022;2022;LINEA PLASTICA PERU S.A.;4  20521679574;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;SUDU62SSZ045071X;RIO GRANDE;Brasil;Brasil;25;TM;25000;KILOGRAMO;0;No disponible;42378.94;1695.16;47661.66;1906.47;5249.85;25000;25457.14;BRASKEM S A BR 386 ROD TABAI CANO;BRASKEM;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO;POLIPROPILENO COPOLIMERO, BRASKEM, S/M CODIGO: CG 210NA BR25 20 BOLSAS GRANDES EN 20  PALETAS DE 1,250 KG C/UNO CG 210NA-POLIPROPILENO COPOLIMERO
118-272976;0002;20/07/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;HLCUEUR2206ATHN0;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;36673.03;1481.74;41778.3;1688.01;5099;24750;25542;BRASKEM S.A;BRASKEM;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440L;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440L
118-272976;0003;20/07/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;HLCUEUR220646310;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;36673.03;1481.74;41778.3;1688.01;5099;24750;25195.5;BRASKEM S.A;BRASKEM;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440N;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO EP 440N
118-272976;0004;20/07/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;01491-22;HLCURI4220636545;RIO GRANDE;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;37548.56;1517.11;42753.98;1727.43;5199;24750;26397;BRASKEM S.A;BRASKEM;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO PRB 0131;RESINA PLASTICA, BRASKEM, S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL COPOLIMERO DE POLIPROPILENO PRB 0131
118-274010;0001;20/07/2022;2022;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01571-22;MEDUJ4016112;No disponible;Arabia Saudi;Singapur;99;TM;99000;KILOGRAMO;0;No disponible;160320;1619.39;186306.12;1881.88;25800;99000;100190;RABIGH REFINING & PETROCHEMICAL COMPANY;PETRO RABIGH;POLIPROPILENO COPOLIMERO, PETRO RABIGH, AW564 GRADE: AW564 3960 BAGS POR 25 KILOS C/U POLYPROPYLENE,PP COPOLYMER PARA INYECCION DE ENVASES PLASTICOS;POLIPROPILENO COPOLIMERO, PETRO RABIGH, AW564 GRADE: AW564 3960 BAGS POR 25 KILOS C/U POLYPROPYLENE,PP COPOLYMER PARA INYECCION DE ENVASES PLASTICOS
118-274210;0001;20/07/2022;2022;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;IAN TAYLOR AGENCIAS S.A.C;01593-22;ANT1575225;ANTWERPEN;BÈlgica;Reino Unido;24.75;TM;24750;KILOGRAMO;0;No disponible;88906.36;3592.18;93323.39;3770.64;4376.4;24750;25150;INEOS EUROPE AGAVENUE DES UTTINS 31180 ROLLE, VAUD;ELTEX;COPOLIMERO DE POLIETILENO, ELTEX, KS689 KG PE BAGS ON 18 X 1375 KG PALLETS COPOLIMERO DE POLIETILENO PP COPOLYMER: ELTEX P KS689 IN 990 X 25 EN FORMAS BASICAS;COPOLIMERO DE POLIETILENO, ELTEX, KS689 KG PE BAGS ON 18 X 1375 KG PALLETS COPOLIMERO DE POLIETILENO PP COPOLYMER: ELTEX P KS689 IN 990 X 25 EN FORMAS BASICAS
118-274653;0001;21/07/2022;2022;INVERSIONES SAN GABRIEL S A;4  20100403294;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;TERMINALES PORTUARIOS PER;01595-22;EGLV003201615521;KAOHSIUNG;Taiw·n;Estados Unidos;25000;KG;24650;KILOGRAMO;0;No disponible;38267.75;1.53;45817.8;1.83;7500;24650;24650;ICD AMERICA LLC;S/M;POLIPROPILENO COPOLIMERO. S/M. T8002 EN 1000 BOLSAS DE 25 KG/NETO USO: INDUSTRIAL POLIPROPILENO COPOLIMERO PP T8002;POLIPROPILENO COPOLIMERO. S/M. T8002 EN 1000 BOLSAS DE 25 KG/NETO USO: INDUSTRIAL POLIPROPILENO COPOLIMERO PP T8002
118-275077;0001;21/07/2022;2022;INDUSTRIAS DEL ENVASE S A;4  20100004322;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01572-22;HLCUSEL220523059;No disponible;Corea del Sur;Estados Unidos;135;TM;135000;KILOGRAMO;0;No disponible;228470.16;1692.37;252026.79;1866.87;23304.84;135000;136540;LG CHEM, LTD.;LG;POLIPROPILENO COPOLIMERO, LG, M1400 M1400 USO: INYECCION PP- POLIPROPILENO COPOLIMERO 5400 BAGS POR 25 KILOS C/U;POLIPROPILENO COPOLIMERO, LG, M1400 M1400 USO: INYECCION PP- POLIPROPILENO COPOLIMERO 5400 BAGS POR 25 KILOS C/U
118-275615;0001;21/07/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01629-22;SEAU218311524;HURON;Estados Unidos;Estados Unidos;0.22;TM;225;KILOGRAMO;0;No disponible;308.35;1401.59;333.24;1514.73;24.7;225;228.48;MONTACHEM INTERNATIONAL, INC;MONTACHEM;POLIPROPILENO COPOLIMERO, MONTACHEM, S/M EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE COPOLYMER IMPACT EXTRUSION  PP COPOEXT;POLIPROPILENO COPOLIMERO, MONTACHEM, S/M EN BOLSAS DE 25 KG INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE COPOLYMER IMPACT EXTRUSION  PP COPOEXT
118-277116;0001;22/07/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01665-22;SUDU22BOG014462A;CARTAGENA;Colombia;Colombia;27000;KG;27000;KILOGRAMO;0;No disponible;42444.73;1.57;45117.5;1.67;2661.5;27000;27475;ESENTTIA SA INDUSTRIAL VIA MAMOMA;ESENTTIA;COPOLIMERO. ESENTTIA. S/M EN BOLSAS DE 25 KILOS USO INDUSTRIAL COPOLIMERO I. 05C06T-B;COPOLIMERO. ESENTTIA. S/M EN BOLSAS DE 25 KILOS USO INDUSTRIAL COPOLIMERO I. 05C06T-B
118-277127;0001;22/07/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01665-22;SUDU22BOG014458A;CARTAGENA;Colombia;Colombia;17000;KG;17000;KILOGRAMO;0;No disponible;28254.08;1.66;29954.64;1.76;1693.07;17000;19657.03;ESENTTIA SA INDUSTRIAL VIA MAMOMA;S/M;COPOLIMERO. S/M. R. 02R01CA-1 BOLSAS 25 KG USO INDUSTRIAL COPOLIMERO R. 02R01CA-1;COPOLIMERO. S/M. R. 02R01CA-1 BOLSAS 25 KG USO INDUSTRIAL COPOLIMERO R. 02R01CA-1
118-277127;0002;22/07/2022;2022;ESENTTIA RESINAS DEL PERU S.A.C;4  20601762073;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;01665-22;SUDU22BOG014458A;CARTAGENA;Colombia;Colombia;10000;KG;10000;KILOGRAMO;0;No disponible;15820.24;1.58;16820.35;1.68;995.92;10000;11562.96;ESENTTIA SA INDUSTRIAL VIA MAMOMA;ESENTTIA;COPOLIMERO. ESENTTIA. I. 05C05 BOLSAS 25 KG USO INDUSTRIAL COPOLIMERO I. 05C05;COPOLIMERO. ESENTTIA. I. 05C05 BOLSAS 25 KG USO INDUSTRIAL COPOLIMERO I. 05C05
118-277178;0001;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;7440.52;LB;3375;KILOGRAMO;0;No disponible;5107.46;0.69;5824.76;0.78;712.96;3375;3375;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 135 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 135 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0002;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;33895.73;LB;15375;KILOGRAMO;0;No disponible;23267.34;0.69;26535.06;0.78;3247.97;15375;15375;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 615 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 615 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0003;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0004;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0005;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0006;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0007;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;16093.58;LB;7300;KILOGRAMO;0;No disponible;11046.92;0.69;12598.42;0.78;1542.12;7300;7300;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 292 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 292 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0008;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;25242.67;LB;11450;KILOGRAMO;0;No disponible;17327.88;0.69;19761.4;0.78;2418.81;11450;11450;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 458 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 458 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0009;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0010;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
118-277178;0011;22/07/2022;2022;INTRADEVCO INDUSTRIAL S.A.;4  20417378911;IMPORTACION DEFINITIVA;39023000;MARITIMA DEL CALLAO;MARITIMO;CITIKOLD DEL PERU S.A.C.;01601-22;SMLU7187397A;HOUSTON;Estados Unidos;Estados Unidos;41336.25;LB;18750;KILOGRAMO;0;No disponible;28374.8;0.69;32359.83;0.78;3960.94;18750;18750;CHEMTEX GLOBAL;S/M;COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD);COPOLIMERO S/M S/M 750 SACOS X 25 KG INSUMO PARA LA FABRICACION DE ENVASES PLASTICOS COPOLIMERO DE ALTA DENSIDAD. RESINA PLASTICA SINTETICA HIGH DENSITY COPOLYMER (COPOLIMERO DE ALTA DENSIDAD)
