DUA;Item;Fecha;A駉;Importador;RUC;Regimen;C骴igo NCM;Aduana;V韆 Transporte;Nombre Transportista;Manifiesto;Conocimiento;Puerto de Embarque;Pa韘 de Origen;Pais de Procedencia;Cantidad Comercial;Unidad de Medida;Cant. VF;U.V.F.;Bultos;Tipo de Bulto;U$S FOB;U$S FOB Unit.;U$S CIF;U$S Unitario;U$S Flete;Kgs. Netos;Kgs. Brutos;Proveedor;Marca;Descripci髇 de Mercader韆;Descripci髇 para Filtro
118-367690;0001;21/09/2022;2022;FIBRAS INDUSTRIALES S A;4  20100028850;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;02099-22;OOLU2704763880;KRZZA;Corea del Sur;Corea del Sur;44;TM;44000;KILOGRAMO;0;No disponible;52951;1203.43;67760;1540;14800;44000;44550;KOSPOL CO. LTD.;LOTTE CHEMICAL;POLIPROPILENO. LOTTE CHEMICAL. Y-130 PP Y-130 44 MT UTILIZADO EN LA FABRICACION DE CABOS DE MONOFILAMENTOS POLIPROPILENO DE ALTA DENSIDAD;POLIPROPILENO. LOTTE CHEMICAL. Y-130 PP Y-130 44 MT UTILIZADO EN LA FABRICACION DE CABOS DE MONOFILAMENTOS POLIPROPILENO DE ALTA DENSIDAD
118-367725;0001;21/09/2022;2022;GIVA IMPORT E.I.R.L.;4  20492507891;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02122-22;HLCURUH220700692;KRZZA;Antigua y Barbuda;Estados Unidos;21;TM;21000;KILOGRAMO;0;No disponible;15302.82;728.71;26713.05;1272.05;11218.94;21000;21436.47;SABIC AMERICAS LLC;SABIC;POLIPROPILENO HOMOPOLIMERO.SABIC.S/M. SABIC PP 575P LOTE 0024549224 SACOS DE PLASTICOS DE 25KG;POLIPROPILENO HOMOPOLIMERO.SABIC.S/M. SABIC PP 575P LOTE 0024549224 SACOS DE PLASTICOS DE 25KG
118-367725;0002;21/09/2022;2022;GIVA IMPORT E.I.R.L.;4  20492507891;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02122-22;HLCURUH220700692;KRZZA;Antigua y Barbuda;Estados Unidos;4.5;TM;4500;KILOGRAMO;0;No disponible;3279.17;728.7;5724.22;1272.05;2404.05;4500;4593.52;SABIC AMERICAS LLC;SABIC;POLIPROPILENO HOMOPOLIMERO.SABIC.S/M. SABIC PP 575P LOTE 0024550484 SACOS DE PLASTICOS DE 25KG;POLIPROPILENO HOMOPOLIMERO.SABIC.S/M. SABIC PP 575P LOTE 0024550484 SACOS DE PLASTICOS DE 25KG
118-368952;0001;22/09/2022;2022;GEXIM S.A.C.;4  20110516691;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCUSS52208AZMI5;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30625.5;1237.39;36537.35;1476.26;5529.03;24750;25366.66;BRASKEM S.A.;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. H 603 EXTRUSION DE FIBRAS SINTETICAS PARA USO INDUSTRIAL MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS LOTE N潞  SPHALG065E / SPHALG049E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. H 603 EXTRUSION DE FIBRAS SINTETICAS PARA USO INDUSTRIAL MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS LOTE N潞  SPHALG065E / SPHALG049E
118-368952;0002;22/09/2022;2022;GEXIM S.A.C.;4  20110516691;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCUSS52208AZMI5;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30625.5;1237.39;36537.35;1476.26;5529.03;24750;25366.66;BRASKEM S.A.;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. H 603 EXTRUSION DE FIBRAS SINTETICAS PARA USO INDUSTRIAL MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS LOTE N潞  SPHALG065E / SPHALG049E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. H 603 EXTRUSION DE FIBRAS SINTETICAS PARA USO INDUSTRIAL MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS LOTE N潞  SPHALG065E / SPHALG049E
118-368952;0003;22/09/2022;2022;GEXIM S.A.C.;4  20110516691;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02127-22;HLCUSS52208AZMI5;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;30625.5;1237.39;36537.35;1476.26;5529.03;24750;25366.66;BRASKEM S.A.;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. H 603 EXTRUSION DE FIBRAS SINTETICAS PARA USO INDUSTRIAL MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS LOTE N潞  SPHALG065E / SPHALG049E;POLIPROPILENO HOMOPOLIMERO. BRASKEM. H 603 EXTRUSION DE FIBRAS SINTETICAS PARA USO INDUSTRIAL MATERIA PRIMA PARA LA PRODUCCION DE FIBRAS SINTETICAS LOTE N潞  SPHALG065E / SPHALG049E
118-369967;0001;22/09/2022;2022;R & G SEGURIDAD E HIGIENE INDUSTRIAL S.A;4  20523717759;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02162-22;HFSC22080340;QINGDAO;China;China;52000;KG;52000;KILOGRAMO;0;No disponible;70720;1.36;83641.91;1.61;12830;52000;52260;SHANDONG DAWN POLYMER CO.. LTD;S/M;PELLETS POLIPROPILENO. S/M. S/M PELLETS POLIPROPILENO Y-35  POLYPROPYLENE Y-35;PELLETS POLIPROPILENO. S/M. S/M PELLETS POLIPROPILENO Y-35  POLYPROPYLENE Y-35
118-370285;0001;22/09/2022;2022;POLINPLAST S.A.C.;4  20505520638;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01697-22;ONEYTA2PW3845700;QINGDAO;China;China;28;TM;28000;KILOGRAMO;0;No disponible;38153.83;1362.64;45834.08;1636.93;7620.92;28000;28161.66;SHANDONG DAWN INTERNATIONAL TRADING;S/M;POLIPROPILENO. S/M. S/M Y26 EN BOLSAS DE 25KG POLYPROPYLENE Y26 POLIPROPILENO;POLIPROPILENO. S/M. S/M Y26 EN BOLSAS DE 25KG POLYPROPYLENE Y26 POLIPROPILENO
118-370673;0001;23/09/2022;2022;XIMESA S.A.C.;4  20125508716;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02162-22;MAEU220489967;No disponible;Arabia Saudi;Estados Unidos;504;TM;504000;KILOGRAMO;0;No disponible;563077.6;1117.22;655295;1300.19;90907;504000;514650;NATIONAL PETROCHEMICAL INDUSTRIAL CO.P.O. BOX 4459;NATPET;POLIPROPILENO HOMOPOLIMERO NATPET H26ML POLIPROPILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE NATPET H26ML EN BOLSAS DE 25 KG;POLIPROPILENO HOMOPOLIMERO NATPET H26ML POLIPROPILENO INYECCION FABRICACION DE ARTICULOS DE PLASTICO POLYPROPYLENE NATPET H26ML EN BOLSAS DE 25 KG
118-371260;0001;23/09/2022;2022;PLASTICOS BOLSITEXS S.R.LTDA.;4  20383958581;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02162-22;MAEU220730542;KRZZA;Corea del Sur;Estados Unidos;66000;KG;66000;KILOGRAMO;0;No disponible;88890;1.35;110649.39;1.68;21601;66000;67550;LOTTE CHEMICAL CORPORATIONLOTTE WORLD TOWER.300.OL;CHEMICAL;POLIPROPILENO HOMOPOLIMERO. CHEMICAL . S/M PP HOMO LOTTE H4540  MATERIA PRIMA;POLIPROPILENO HOMOPOLIMERO. CHEMICAL . S/M PP HOMO LOTTE H4540  MATERIA PRIMA
118-371340;0001;23/09/2022;2022;LIN SHI S.A.C.;20607864218;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02060-22;ONEYFOCC08559500;NINGBO;China;China;28000;KG;27700;KILOGRAMO;0;No disponible;18295;0.65;25645;0.92;6850;27700;28710;FUQING HENGTONGHUA IMP.& EXP.;SIN MARCA;POLIPROPILENO.SIN MARCA.SIN MODELO. POLIMERO DE CADENA DE CARBONO USO FABRICACION DE SACOS POLIPROPILENO EN FORMA BASICA PRESENTACION EN SACOS;POLIPROPILENO.SIN MARCA.SIN MODELO. POLIMERO DE CADENA DE CARBONO USO FABRICACION DE SACOS POLIPROPILENO EN FORMA BASICA PRESENTACION EN SACOS
118-371878;0001;23/09/2022;2022;LIN SHI S.A.C.;20607864218;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;02108-22;028C505244;JIANGYIN;China;China;26000;KG;25851.37;KILOGRAMO;0;No disponible;30316;1.17;36490.45;1.4;5699.49;25851.37;26000;FUZHOU BINSHENG IMPORT AND EXPORT TRADING CO.. LTD;SIN MARCA;POLIPROPILENO.SIN MARCA.SIN MODELO. POLIMERO DE CADENA DE CARBONO USO FABRICACION DE SACOS POLIPROPILENO EN FORMA BASICA PRESENTACION EN SACOS;POLIPROPILENO.SIN MARCA.SIN MODELO. POLIMERO DE CADENA DE CARBONO USO FABRICACION DE SACOS POLIPROPILENO EN FORMA BASICA PRESENTACION EN SACOS
118-372276;0009;23/09/2022;2022;GRUPO ROSALES PERU E.I.R.L.;20607812048;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;02108-22;TMSE1969366;NINGBO;China;China;0.12;TM;125;KILOGRAMO;0;No disponible;619.5;5162.5;770.93;6424.42;136.43;125;134.97;WENZHOU LIERWEI ELECTRICAL CO..LTD.;ZPC;POLIPROPILENO GRADO: S1003. ZPC. S/M BOLSA X 25KG INYECCION POR MOLDEO POLYPROPYLENE POLIPROPILENO;POLIPROPILENO GRADO: S1003. ZPC. S/M BOLSA X 25KG INYECCION POR MOLDEO POLYPROPYLENE POLIPROPILENO
118-372276;0010;23/09/2022;2022;GRUPO ROSALES PERU E.I.R.L.;20607812048;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;02108-22;TMSE1969366;NINGBO;China;China;0.12;TM;125;KILOGRAMO;0;No disponible;619.5;5162.5;770.93;6424.42;136.43;125;134.97;WENZHOU LIERWEI ELECTRICAL CO..LTD.;KUNLUN;POLIPROPILENO GRADO: K9928H. KUNLUN. S/M BOLSA X 25KG INYECCION POR MOLDEO POLYPROPYLENE POLIPROPILENO;POLIPROPILENO GRADO: K9928H. KUNLUN. S/M BOLSA X 25KG INYECCION POR MOLDEO POLYPROPYLENE POLIPROPILENO
118-372276;0006;23/09/2022;2022;GRUPO ROSALES PERU E.I.R.L.;20607812048;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRANSTOTAL AGENCIA MARITI;02108-22;TMSE1969366;NINGBO;China;China;200;BLS;1936.56;KILOGRAMO;0;No disponible;2900;14.5;3543.72;17.72;638.66;1936.56;2091.12;WENZHOU LIERWEI ELECTRICAL CO..LTD.;S/M;POLIPROPILENO PVC. S/M. S/M W208-3. BOLSA X 25KG PARA INYECCION POR MOLDEO POLYPROPYLENO PVC PVC;POLIPROPILENO PVC. S/M. S/M W208-3. BOLSA X 25KG PARA INYECCION POR MOLDEO POLYPROPYLENO PVC PVC
118-373054;0001;26/09/2022;2022;SACOS PISCO S.A.C.;4  20100131430;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;02189-22;EGLV040200328409;KRZZA;Corea del Sur;B閘gica;110;TM;110000;KILOGRAMO;0;No disponible;135550;1232.27;168066.66;1527.88;32400;110000;111850;LOTTE CHEMICAL CORPORATION;LOTTE;POLIPROPILENO, LOTTE, Y-120 GRADO: Y-120 MFI 1,0 EN 4400 BOLSAS DE 25 KG CADA UNO POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO, LOTTE, Y-120 GRADO: Y-120 MFI 1,0 EN 4400 BOLSAS DE 25 KG CADA UNO POLIPROPILENO HOMOPOLIMERO
118-373526;0001;26/09/2022;2022;PERUANA DE MOLDEADOS S.A.C.;4  20251995967;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02216-22;SUDU62SSZ058638X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29814.28;1204.62;35419.86;1431.11;5549;24750;25616.25;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, 606 CODIGO: H 603 PL14 990 BOLSAS EN 18 PALLETS H 603-POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO, BRASKEM, 606 CODIGO: H 603 PL14 990 BOLSAS EN 18 PALLETS H 603-POLIPROPILENO HOMOPOLIMERO
118-373526;0002;26/09/2022;2022;PERUANA DE MOLDEADOS S.A.C.;4  20251995967;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02216-22;SUDU62SSZ058638X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29814.28;1204.62;35419.86;1431.11;5549;24750;25493.75;BRASKEM S.A RUA LEMOS MONTEIRO, 120;BRASKEM;POLIPROPILENO HOMOPOLIMERO, BRASKEM, 606 CODIGO: H 603 PL14 990 BOLSAS EN 18 PALLETS H 603-POLIPROPILENO HOMOPOLIMERO;POLIPROPILENO HOMOPOLIMERO, BRASKEM, 606 CODIGO: H 603 PL14 990 BOLSAS EN 18 PALLETS H 603-POLIPROPILENO HOMOPOLIMERO
118-374506;0001;27/09/2022;2022;INNOVATION AND MINING SOLUTIONS E.I.R.L. - INMS E.;4  20550638186;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02218-22;NSZEC220884449;CNZZA;China;China;54;TM;54000;KILOGRAMO;0;No disponible;54000;1000;66165;1225.28;12000;54000;54432;LONGSAIL SUPPLY CHAIN CO..LTD;S/M;POLIPROPILENO. S/M. S/M PRODUCTOS DE POLIPROPILENO  GRANOS DE COLOR BLANCO;POLIPROPILENO. S/M. S/M PRODUCTOS DE POLIPROPILENO  GRANOS DE COLOR BLANCO
118-374831;0001;27/09/2022;2022;SYRUS DISTRIBUTION PERU S.A.C.;4  20603490372;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;COSCO SHIPPING LINES (PER;02189-22;OOLU2705626810;KRZZA;Corea del Sur;Corea del Sur;88;TM;88000;KILOGRAMO;0;No disponible;85860;975.68;110954.62;1260.85;24968.12;88000;89590;LOTTE CHEMICAL CORPORATION;LOTTE CHEMICAL;POLIPROPILENO HOMOPOLIMERO. LOTTE CHEMICAL. S/M EN 3520 BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER GJ-170;POLIPROPILENO HOMOPOLIMERO. LOTTE CHEMICAL. S/M EN 3520 BAGS DE 25 KG C/U  POLYPROPYLENE HOMOPOLYMER GJ-170
118-374993;0001;27/09/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01704-22;CLSCL0000004307;CORONEL;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;39035;1.53;43941.59;1.72;4900;25500;26020;PETROQUIM SA;PETROQUIN;RESINA PLASTICA. PETROQUIN. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953;RESINA PLASTICA. PETROQUIN. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953
118-375236;0001;27/09/2022;2022;TUBERIAS Y GEOSISTEMAS DEL PERU SA - TUB;4  20517932346;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02215-22;SUDU22BOG018265A;CARTAGENA;Colombia;Colombia;108000;KG;108000;KILOGRAMO;0;No disponible;154704;1.43;165493.29;1.53;10591;108000;109900;ESENTTIA S A NIT:800.059.470-5 ZONA;HOMOPOLIMERO;HOMOPOLIMERO, HOMOPOLIMERO, 08H85-1 HOMOPOLIMERO EN BOLSAS DE 25 KG USO: INDUSTRIAL HOMOPOLIMERO 08H85-1;HOMOPOLIMERO, HOMOPOLIMERO, 08H85-1 HOMOPOLIMERO EN BOLSAS DE 25 KG USO: INDUSTRIAL HOMOPOLIMERO 08H85-1
118-375660;0001;28/09/2022;2022;FABRIPAK E.I.R.L.;4  20454981155;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02128-22;HLCURUH220705981;KRZZA;Arabia Saudi;Estados Unidos;0.25;TM;250;KILOGRAMO;0;No disponible;196.44;785.76;330.82;1323.28;133.55;250;255.49;SABIC AMERICAS LLC;SABIC;POLIPROPILENO SABIC 5707N POLIPROPILENO USO MATERIA PRIMA PARA ELABORACION DE BOLSAS/PARA USO INDUSTRIAL PP SABIC 5707N PRESENTACION 10 BOLSAS DE 25 KG;POLIPROPILENO SABIC 5707N POLIPROPILENO USO MATERIA PRIMA PARA ELABORACION DE BOLSAS/PARA USO INDUSTRIAL PP SABIC 5707N PRESENTACION 10 BOLSAS DE 25 KG
118-375660;0002;28/09/2022;2022;FABRIPAK E.I.R.L.;4  20454981155;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02128-22;HLCURUH220705981;KRZZA;Arabia Saudi;Estados Unidos;1.25;TM;1250;KILOGRAMO;0;No disponible;982.2;785.76;1654.12;1323.3;667.79;1250;1277.45;SABIC AMERICAS LLC;SABIC;POLIPROPILENO SABIC 5707N POLIPROPILENO USO MATERIA PRIMA PARA ELABORACION DE BOLSAS/PARA USO INDUSTRIAL PP SABIC 5707N PRESENTACION 50 BOLSAS DE 25 KG;POLIPROPILENO SABIC 5707N POLIPROPILENO USO MATERIA PRIMA PARA ELABORACION DE BOLSAS/PARA USO INDUSTRIAL PP SABIC 5707N PRESENTACION 50 BOLSAS DE 25 KG
118-375660;0003;28/09/2022;2022;FABRIPAK E.I.R.L.;4  20454981155;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02128-22;HLCURUH220705981;KRZZA;Arabia Saudi;Estados Unidos;24;TM;24000;KILOGRAMO;0;No disponible;18858.35;785.76;31759.2;1323.3;12821.64;24000;24527.05;SABIC AMERICAS LLC;SABIC;POLIPROPILENO SABIC 5707N POLIPROPILENO USO MATERIA PRIMA PARA ELABORACION DE BOLSAS/PARA USO INDUSTRIAL PP SABIC 5707N PRESENTACION 960 BOLSAS DE 25 KG;POLIPROPILENO SABIC 5707N POLIPROPILENO USO MATERIA PRIMA PARA ELABORACION DE BOLSAS/PARA USO INDUSTRIAL PP SABIC 5707N PRESENTACION 960 BOLSAS DE 25 KG
118-376062;0001;28/09/2022;2022;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02218-22;MAEU219998064;No disponible;Arabia Saudi;Estados Unidos;288;TM;288000;KILOGRAMO;0;No disponible;390668.96;1356.49;443575;1540.19;52019;288000;293760;NATIONAL PETROCHEMICAL INDUSTRIAL CO.P.O. BOX 4459;No disponible;POLYPROPYLENE HOMOPOLYMER. NATPET. H03BPM HOMOPOLIMERO DE POLIPROPILENO H03BPM  POLYPROPYLENE  H03BPM;POLYPROPYLENE HOMOPOLYMER. NATPET. H03BPM HOMOPOLIMERO DE POLIPROPILENO H03BPM  POLYPROPYLENE  H03BPM
118-376355;0001;28/09/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02128-22;HLCURUH220609096;KRZZA;Arabia Saudi;Estados Unidos;51;TM;51000;KILOGRAMO;0;No disponible;58035.45;1137.95;87489.88;1715.49;27954.63;51000;51740;SABIC AMERICAS LLC;S/M;POLIPROPILENO S/M S/M POLIPROPILENO USO INDUSTRIAL PP 519A 34 PALETAS DE 60 SACOS C/U = 2040 SACOS DE 25KG C/U;POLIPROPILENO S/M S/M POLIPROPILENO USO INDUSTRIAL PP 519A 34 PALETAS DE 60 SACOS C/U = 2040 SACOS DE 25KG C/U
118-376380;0001;28/09/2022;2022;FITESA PERU S.A.C.;4  20451558383;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;TRABAJOS MARITIMOS S.A.;02128-22;HLCURUH220701143;JUBAIL;Arabia Saudi;Estados Unidos;51;TM;51000;KILOGRAMO;0;No disponible;42294.3;829.3;71742.6;1406.72;27954.63;51000;51740;SABIC AMERICAS LLC;S/M;POLIPROPILENO S/M S/M POLIPROPILENO USO INDUSTRIAL PP 519A 34 PALETAS DE 60 SACOS C/U = 2040 SACOS DE 25KG C/U;POLIPROPILENO S/M S/M POLIPROPILENO USO INDUSTRIAL PP 519A 34 PALETAS DE 60 SACOS C/U = 2040 SACOS DE 25KG C/U
118-376554;0001;28/09/2022;2022;SURPACK S.A.;4  20122720650;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02218-22;SUDUT2TPE001377A;NINGBO;Estados Unidos;Estados Unidos;150;TM;150000;KILOGRAMO;0;No disponible;173562;1157.08;219000;1460;45000;150000;153920;TRICON DRY CHEMICALS LLC 777 POST O;TRICOLENE;POLIPROPILENO. TRICOLENE. S/M POLIPROPILENO  POLYPROPYLENE;POLIPROPILENO. TRICOLENE. S/M POLIPROPILENO  POLYPROPYLENE
118-377379;0001;29/09/2022;2022;FABRICA MARSAR SRL;4  20109022668;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02216-22;SUDU62SSZ060974X;RIO DE JANEIRO;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;31507.28;1273.02;37237.87;1504.56;5677.34;24750;25616;BRASKEM S.A. RUA LEMOS MONTEIRO. 12;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M PH 0952 PL14 PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO PH 0952;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M PH 0952 PL14 PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO PH 0952
118-377662;0001;29/09/2022;2022;FABRICA MARSAR SRL;4  20109022668;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02216-22;SUDU62SSZ060978X;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;31600.11;1276.77;37330.71;1508.31;5677.34;24750;25616;BRASKEM S.A. RUA LEMOS MONTEIRO. 12;BRASKEM;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 216 PL14 PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO H216;POLIPROPILENO HOMOPOLIMERO. BRASKEM. S/M H 216 PL14 PARA USO INDUSTRIAL POLIPROPILENO HOMOPOLIMERO H216
118-377732;0001;29/09/2022;2022;POLIMIQ DEL PERU S.A.C.;4  20500269732;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02195-22;HLCUDM2220609184;JUBAIL;Arabia Saudi;Estados Unidos;16.5;TM;16500;KILOGRAMO;0;No disponible;9675.66;586.4;19003.46;1151.72;9299.33;16500;16730;SABIC AMERICAS LLC;SABIC;POLIPROPILENO HOMOPOLIMERO. SABIC. S/M GRADO: PP 506P 660 BAGS 25 KG PP SABIC 506P BATCH NO. 0024032177;POLIPROPILENO HOMOPOLIMERO. SABIC. S/M GRADO: PP 506P 660 BAGS 25 KG PP SABIC 506P BATCH NO. 0024032177
118-377732;0002;29/09/2022;2022;POLIMIQ DEL PERU S.A.C.;4  20500269732;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MERCATOR PERU - OPERADOR;02195-22;HLCUDM2220609184;JUBAIL;Arabia Saudi;Estados Unidos;8.25;TM;8250;KILOGRAMO;0;No disponible;4837.83;586.4;9501.73;1151.72;4649.66;8250;8430;SABIC AMERICAS LLC;SABIC;POLIPROPILENO HOMOPOLIMERO. SABIC. S/M GRADO: PP 506P 330 BAGS 25 KG PP SABIC 506P BATCH NO. 0024073709;POLIPROPILENO HOMOPOLIMERO. SABIC. S/M GRADO: PP 506P 330 BAGS 25 KG PP SABIC 506P BATCH NO. 0024073709
118-378305;0001;29/09/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MEDITERRANEAN SHIPPING CO;01704-22;CLSCL0000004307;CORONEL;Chile;Chile;25500;KG;25500;KILOGRAMO;0;No disponible;39035;1.53;43941.59;1.72;4900;25500;26020;PETROQUIM SA;PETROQUIN;RESINA PLASTICA. PETROQUIN. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953;RESINA PLASTICA. PETROQUIN. S/M BOLSAS DE 25 KG USO INDUSTRIAL POLIPROPILENO PH0953
118-378448;0001;29/09/2022;2022;DISPERCOL S A;4  20100064490;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02216-22;HLCUSS52208BBXQ0;SANTOS;Brasil;Brasil;24.75;TM;24750;KILOGRAMO;0;No disponible;29257.53;1182.12;34599.72;1397.97;5337;24750;25550;BRASKEM S.A;BRASKEM;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL POLIPROPILENO H503;RESINA PLASTICA. BRASKEM. S/M EN BOLSAS DE 25KG PARA USO INDUSTRIAL POLIPROPILENO H503
118-379500;0001;29/09/2022;2022;OPP FILM S.A.;4  20502351908;IMPORTACION DEFINITIVA;39021000;MARITIMA DEL CALLAO;MARITIMO;MAERSK LINE PERU S.A.C.;02216-22;ES02209-8932;SAN ANTONIO;Chile;Chile;12000;KG;12000;KILOGRAMO;0;No disponible;31763.13;2.65;34664.31;2.89;2886.12;12000;12300.3;BOPP CHILE S.A.;BOPP;HOMOPOLIMERO DE POLIPROPILENO. BOPP. S/M HOMOPOLIMERO DE POLIPROPILENO EN FORMAS PRIMARIAS BOPP-MATE APARIENCIA MF502;HOMOPOLIMERO DE POLIPROPILENO. BOPP. S/M HOMOPOLIMERO DE POLIPROPILENO EN FORMAS PRIMARIAS BOPP-MATE APARIENCIA MF502
